participant	content	token	lemma	tagged_token	tagged_lemma	file
cgv	you made horse feet  are they going clippityclop clippityclop	[you, made, horse, feet, are, they, going, clippityclop, clippityclop]	[you, make, horse, foot, be, they, go, clippityclop, clippityclop]	[(you, PRP), (made, VBD), (horse, NN), (feet, NNS), (are, VBP), (they, PRP), (going, VBG), (clippityclop, VBP), (clippityclop, VB)]	[(you, PRP), (make, VBP), (horse, JJ), (foot, NN), (be, VB), (they, PRP), (go, VBP), (clippityclop, JJ), (clippityclop, NN)]	time50-cond1.txt
kid	i'm through with it	[i, am, through, with, it]	[i, be, through, with, it]	[(i, NN), (am, VBP), (through, IN), (with, IN), (it, PRP)]	[(i, NN), (be, VB), (through, IN), (with, IN), (it, PRP)]	time50-cond1.txt
cgv	are you tired of painting	[are, you, tired, of, painting]	[be, you, tire, of, paint]	[(are, VBP), (you, PRP), (tired, VBN), (of, IN), (painting, VBG)]	[(be, VB), (you, PRP), (tire, VB), (of, IN), (paint, NN)]	time50-cond1.txt
kid	no i want another one	[no, i, want, another, one]	[no, i, want, another, one]	[(no, DT), (i, NN), (want, VBP), (another, DT), (one, NN)]	[(no, DT), (i, NN), (want, VBP), (another, DT), (one, NN)]	time50-cond1.txt
cgv	daddy will you get abe another piece of paper here you go	[daddy, will, you, get, abe, another, piece, of, paper, here, you, go]	[daddy, will, you, get, abe, another, piece, of, paper, here, you, go]	[(daddy, NN), (will, MD), (you, PRP), (get, VB), (abe, VB), (another, DT), (piece, NN), (of, IN), (paper, NN), (here, RB), (you, PRP), (go, VBP)]	[(daddy, NN), (will, MD), (you, PRP), (get, VB), (abe, VB), (another, DT), (piece, NN), (of, IN), (paper, NN), (here, RB), (you, PRP), (go, VBP)]	time50-cond1.txt
kid	that that one is for you	[that, that, one, is, for, you]	[that, that, one, be, for, you]	[(that, IN), (that, DT), (one, CD), (is, VBZ), (for, IN), (you, PRP)]	[(that, IN), (that, DT), (one, CD), (be, VB), (for, IN), (you, PRP)]	time50-cond1.txt
cgv	 boy i'm glad i really like it are you going to paint another one are you going to paint another one	[boy, i, am, glad, i, really, like, it, are, you, going, to, paint, another, one, are, you, going, to, paint, another, one]	[boy, i, be, glad, i, really, like, it, be, you, go, to, paint, another, one, be, you, go, to, paint, another, one]	[(boy, NN), (i, NN), (am, VBP), (glad, JJ), (i, NN), (really, RB), (like, IN), (it, PRP), (are, VBP), (you, PRP), (going, VBG), (to, TO), (paint, VB), (another, DT), (one, CD), (are, VBP), (you, PRP), (going, VBG), (to, TO), (paint, VB), (another, DT), (one, NN)]	[(boy, NN), (i, NN), (be, VB), (glad, JJ), (i, JJ), (really, RB), (like, IN), (it, PRP), (be, VB), (you, PRP), (go, VBP), (to, TO), (paint, VB), (another, DT), (one, CD), (be, VB), (you, PRP), (go, VBP), (to, TO), (paint, VB), (another, DT), (one, NN)]	time50-cond1.txt
kid	no i'm sick of i'm tired of painting i made a zoo	[no, i, am, sick, of, i, am, tired, of, painting, i, made, a, zoo]	[no, i, be, sick, of, i, be, tire, of, paint, i, make, a, zoo]	[(no, DT), (i, NN), (am, VBP), (sick, NN), (of, IN), (i, NN), (am, VBP), (tired, VBN), (of, IN), (painting, VBG), (i, NN), (made, VBD), (a, DT), (zoo, NN)]	[(no, DT), (i, NN), (be, VB), (sick, JJ), (of, IN), (i, JJ), (be, VB), (tire, NN), (of, IN), (paint, NN), (i, NNS), (make, VBP), (a, DT), (zoo, NN)]	time50-cond1.txt
cgv	a zoo did you put an animal in the cage	[a, zoo, did, you, put, an, animal, in, the, cage]	[a, zoo, do, you, put, an, animal, in, the, cage]	[(a, DT), (zoo, NN), (did, VBD), (you, PRP), (put, VB), (an, DT), (animal, NN), (in, IN), (the, DT), (cage, NN)]	[(a, DT), (zoo, NN), (do, VBP), (you, PRP), (put, VB), (an, DT), (animal, NN), (in, IN), (the, DT), (cage, NN)]	time50-cond1.txt
kid	no the zoo is empty	[no, the, zoo, is, empty]	[no, the, zoo, be, empty]	[(no, DT), (the, DT), (zoo, NN), (is, VBZ), (empty, JJ)]	[(no, DT), (the, DT), (zoo, NN), (be, VB), (empty, JJ)]	time50-cond1.txt
cgv	where did all of the animals go	[where, did, all, of, the, animals, go]	[where, do, all, of, the, animal, go]	[(where, WRB), (did, VBD), (all, DT), (of, IN), (the, DT), (animals, NNS), (go, VBP)]	[(where, WRB), (do, VBP), (all, DT), (of, IN), (the, DT), (animal, NN), (go, VBP)]	time50-cond1.txt
kid	home they didn't like the zoo so so they went home	[home, they, did, not, like, the, zoo, so, so, they, went, home]	[home, they, do, not, like, the, zoo, so, so, they, go, home]	[(home, NN), (they, PRP), (did, VBD), (not, RB), (like, IN), (the, DT), (zoo, NN), (so, RB), (so, RB), (they, PRP), (went, VBD), (home, NN)]	[(home, NN), (they, PRP), (do, VBP), (not, RB), (like, IN), (the, DT), (zoo, NN), (so, RB), (so, RB), (they, PRP), (go, VBP), (home, NN)]	time50-cond1.txt
cgv	 i bet that the animals are happier when they're home than when they're in the zoo	[i, bet, that, the, animals, are, happier, when, they, are, home, than, when, they, are, in, the, zoo]	[i, bet, that, the, animal, be, happy, when, they, be, home, than, when, they, be, in, the, zoo]	[(i, JJ), (bet, VBD), (that, IN), (the, DT), (animals, NNS), (are, VBP), (happier, JJR), (when, WRB), (they, PRP), (are, VBP), (home, NN), (than, IN), (when, WRB), (they, PRP), (are, VBP), (in, IN), (the, DT), (zoo, NN)]	[(i, JJ), (bet, VBD), (that, IN), (the, DT), (animal, NN), (be, VB), (happy, JJ), (when, WRB), (they, PRP), (be, VB), (home, VBN), (than, IN), (when, WRB), (they, PRP), (be, VB), (in, IN), (the, DT), (zoo, NN)]	time50-cond1.txt
kid	i'm through painting i'm through painting	[i, am, through, painting, i, am, through, painting]	[i, be, through, painting, i, be, through, painting]	[(i, NN), (am, VBP), (through, IN), (painting, NN), (i, NN), (am, VBP), (through, IN), (painting, NN)]	[(i, NN), (be, VB), (through, IN), (painting, NN), (i, NN), (be, VB), (through, IN), (painting, NN)]	time50-cond1.txt
cgv	okay let me put them up	[okay, let, me, put, them, up]	[okay, let, me, put, them, up]	[(okay, JJ), (let, VB), (me, PRP), (put, VB), (them, PRP), (up, RP)]	[(okay, JJ), (let, VB), (me, PRP), (put, VB), (them, PRP), (up, RP)]	time50-cond1.txt
kid	okay you please push push they are hard little things they are hard	[okay, you, please, push, push, they, are, hard, little, things, they, are, hard]	[okay, you, please, push, push, they, be, hard, little, thing, they, be, hard]	[(okay, IN), (you, PRP), (please, VBP), (push, JJ), (push, NN), (they, PRP), (are, VBP), (hard, JJ), (little, JJ), (things, NNS), (they, PRP), (are, VBP), (hard, JJ)]	[(okay, IN), (you, PRP), (please, VBP), (push, JJ), (push, NN), (they, PRP), (be, VB), (hard, JJ), (little, JJ), (thing, NN), (they, PRP), (be, VB), (hard, JJ)]	time50-cond1.txt
cgv	they're hard to push	[they, are, hard, to, push]	[they, be, hard, to, push]	[(they, PRP), (are, VBP), (hard, JJ), (to, TO), (push, VB)]	[(they, PRP), (be, VB), (hard, JJ), (to, TO), (push, VB)]	time50-cond1.txt
kid	yeah they are hard to push you want ta paint	[yeah, they, are, hard, to, push, you, want, ta, paint]	[yeah, they, be, hard, to, push, you, want, ta, paint]	[(yeah, NN), (they, PRP), (are, VBP), (hard, JJ), (to, TO), (push, VB), (you, PRP), (want, VBP), (ta, JJ), (paint, NN)]	[(yeah, NN), (they, PRP), (be, VB), (hard, JJ), (to, TO), (push, VB), (you, PRP), (want, VBP), (ta, JJ), (paint, NN)]	time50-cond1.txt
cgv	no i don't think so man i'm getting ready to faint	[no, i, do, not, think, so, man, i, am, getting, ready, to, faint]	[no, i, do, not, think, so, man, i, be, get, ready, to, faint]	[(no, DT), (i, NN), (do, VBP), (not, RB), (think, VB), (so, IN), (man, NN), (i, NN), (am, VBP), (getting, VBG), (ready, JJ), (to, TO), (faint, VB)]	[(no, DT), (i, NN), (do, VBP), (not, RB), (think, VB), (so, IN), (man, NN), (i, NN), (be, VB), (get, VBN), (ready, JJ), (to, TO), (faint, VB)]	time50-cond1.txt
kid	you want ta paint	[you, want, ta, paint]	[you, want, ta, paint]	[(you, PRP), (want, VBP), (ta, JJ), (paint, NN)]	[(you, PRP), (want, VBP), (ta, JJ), (paint, NN)]	time50-cond1.txt
cgv	no i said that i'm getting ready to faint i'm so hot it really gets hot doing dishes doesn't it	[no, i, said, that, i, am, getting, ready, to, faint, i, am, so, hot, it, really, gets, hot, doing, dishes, does, not, it]	[no, i, say, that, i, be, get, ready, to, faint, i, be, so, hot, it, really, get, hot, do, dish, do, not, it]	[(no, DT), (i, NN), (said, VBD), (that, IN), (i, NN), (am, VBP), (getting, VBG), (ready, JJ), (to, TO), (faint, VB), (i, NN), (am, VBP), (so, RB), (hot, JJ), (it, PRP), (really, RB), (gets, VBZ), (hot, JJ), (doing, VBG), (dishes, NNS), (does, VBZ), (not, RB), (it, PRP)]	[(no, DT), (i, JJ), (say, VBP), (that, IN), (i, NN), (be, VB), (get, VBN), (ready, JJ), (to, TO), (faint, VB), (i, JJ), (be, VB), (so, RB), (hot, JJ), (it, PRP), (really, RB), (get, VB), (hot, JJ), (do, VB), (dish, VB), (do, VB), (not, RB), (it, PRP)]	time50-cond1.txt
kid	you undo my foot you undo my foot	[you, undo, my, foot, you, undo, my, foot]	[you, undo, my, foot, you, undo, my, foot]	[(you, PRP), (undo, VBP), (my, PRP$), (foot, NN), (you, PRP), (undo, VBP), (my, PRP$), (foot, NN)]	[(you, PRP), (undo, VBP), (my, PRP$), (foot, NN), (you, PRP), (undo, VBP), (my, PRP$), (foot, NN)]	time50-cond1.txt
cgv	you want me to untie your shoe	[you, want, me, to, untie, your, shoe]	[you, want, me, to, untie, your, shoe]	[(you, PRP), (want, VBP), (me, PRP), (to, TO), (untie, VB), (your, PRP$), (shoe, NN)]	[(you, PRP), (want, VBP), (me, PRP), (to, TO), (untie, VB), (your, PRP$), (shoe, NN)]	time50-cond1.txt
kid	yeah my shoe hurry my foot hurts	[yeah, my, shoe, hurry, my, foot, hurts]	[yeah, my, shoe, hurry, my, foot, hurt]	[(yeah, UH), (my, PRP$), (shoe, NN), (hurry, NN), (my, PRP$), (foot, NN), (hurts, NNS)]	[(yeah, UH), (my, PRP$), (shoe, NN), (hurry, NN), (my, PRP$), (foot, NN), (hurt, NN)]	time50-cond1.txt
cgv	okay which foot	[okay, which, foot]	[okay, which, foot]	[(okay, NN), (which, WDT), (foot, NN)]	[(okay, NN), (which, WDT), (foot, NN)]	time50-cond1.txt
kid	this foot this foot don't take it off don't take it off tie it	[this, foot, this, foot, do, not, take, it, off, do, not, take, it, off, tie, it]	[this, foot, this, foot, do, not, take, it, off, do, not, take, it, off, tie, it]	[(this, DT), (foot, NN), (this, DT), (foot, NN), (do, VBP), (not, RB), (take, VB), (it, PRP), (off, RP), (do, VB), (not, RB), (take, VB), (it, PRP), (off, RP), (tie, VBZ), (it, PRP)]	[(this, DT), (foot, NN), (this, DT), (foot, NN), (do, VBP), (not, RB), (take, VB), (it, PRP), (off, RP), (do, VB), (not, RB), (take, VB), (it, PRP), (off, RP), (tie, VBZ), (it, PRP)]	time50-cond1.txt
cgv	you want me to retie it	[you, want, me, to, retire, it]	[you, want, me, to, retire, it]	[(you, PRP), (want, VBP), (me, PRP), (to, TO), (retire, VB), (it, PRP)]	[(you, PRP), (want, VBP), (me, PRP), (to, TO), (retire, VB), (it, PRP)]	time50-cond1.txt
kid	yeah don't tie it too much it hurts you tie it too much	[yeah, do, not, tie, it, too, much, it, hurts, you, tie, it, too, much]	[yeah, do, not, tie, it, too, much, it, hurt, you, tie, it, too, much]	[(yeah, NNS), (do, VBP), (not, RB), (tie, VB), (it, PRP), (too, RB), (much, JJ), (it, PRP), (hurts, VBZ), (you, PRP), (tie, VB), (it, PRP), (too, RB), (much, JJ)]	[(yeah, NNS), (do, VBP), (not, RB), (tie, VB), (it, PRP), (too, RB), (much, JJ), (it, PRP), (hurt, VBZ), (you, PRP), (tie, VB), (it, PRP), (too, RB), (much, JJ)]	time50-cond1.txt
cgv	if i tie it too hard it'll hurt your foot	[if, i, tie, it, too, hard, it, will, hurt, your, foot]	[if, i, tie, it, too, hard, it, will, hurt, your, foot]	[(if, IN), (i, JJ), (tie, VBP), (it, PRP), (too, RB), (hard, JJ), (it, PRP), (will, MD), (hurt, VB), (your, PRP$), (foot, NN)]	[(if, IN), (i, JJ), (tie, VBP), (it, PRP), (too, RB), (hard, JJ), (it, PRP), (will, MD), (hurt, VB), (your, PRP$), (foot, NN)]	time50-cond1.txt
kid	yeah you you take this away mommy	[yeah, you, you, take, this, away, mommy]	[yeah, you, you, take, this, away, mommy]	[(yeah, NN), (you, PRP), (you, PRP), (take, VBP), (this, DT), (away, RB), (mommy, NN)]	[(yeah, NN), (you, PRP), (you, PRP), (take, VBP), (this, DT), (away, RB), (mommy, NN)]	time50-cond1.txt
cgv	thank you abe	[thank, you, abe]	[thank, you, abe]	[(thank, NN), (you, PRP), (abe, VBP)]	[(thank, NN), (you, PRP), (abe, VBP)]	time50-cond1.txt
kid	that's a boy and a girl a boy and a girl a boy and a girl a boy and a girl a boy and a girl a boy and a girl a boy and a girl a boy and a girl	[that, is, a, boy, and, a, girl, a, boy, and, a, girl, a, boy, and, a, girl, a, boy, and, a, girl, a, boy, and, a, girl, a, boy, and, a, girl, a, boy, and, a, girl, a, boy, and, a, girl]	[that, be, a, boy, and, a, girl, a, boy, and, a, girl, a, boy, and, a, girl, a, boy, and, a, girl, a, boy, and, a, girl, a, boy, and, a, girl, a, boy, and, a, girl, a, boy, and, a, girl]	[(that, DT), (is, VBZ), (a, DT), (boy, NN), (and, CC), (a, DT), (girl, NN), (a, DT), (boy, NN), (and, CC), (a, DT), (girl, NN), (a, DT), (boy, NN), (and, CC), (a, DT), (girl, NN), (a, DT), (boy, NN), (and, CC), (a, DT), (girl, NN), (a, DT), (boy, NN), (and, CC), (a, DT), (girl, NN), (a, DT), (boy, NN), (and, CC), (a, DT), (girl, NN), (a, DT), (boy, NN), (and, CC), (a, DT), (girl, NN), (a, DT), (boy, NN), (and, CC), (a, DT), (girl, NN)]	[(that, DT), (be, VB), (a, DT), (boy, NN), (and, CC), (a, DT), (girl, NN), (a, DT), (boy, NN), (and, CC), (a, DT), (girl, NN), (a, DT), (boy, NN), (and, CC), (a, DT), (girl, NN), (a, DT), (boy, NN), (and, CC), (a, DT), (girl, NN), (a, DT), (boy, NN), (and, CC), (a, DT), (girl, NN), (a, DT), (boy, NN), (and, CC), (a, DT), (girl, NN), (a, DT), (boy, NN), (and, CC), (a, DT), (girl, NN), (a, DT), (boy, NN), (and, CC), (a, DT), (girl, NN)]	time50-cond1.txt
cgv	did you get all the tops back on	[did, you, get, all, the, tops, back, on]	[do, you, get, all, the, top, back, on]	[(did, VBD), (you, PRP), (get, VB), (all, PDT), (the, DT), (tops, NNS), (back, RB), (on, IN)]	[(do, VB), (you, PRP), (get, VB), (all, PDT), (the, DT), (top, JJ), (back, NN), (on, IN)]	time50-cond1.txt
kid	yeah you will get them wet you got them wet mommy	[yeah, you, will, get, them, wet, you, got, them, wet, mommy]	[yeah, you, will, get, them, wet, you, get, them, wet, mommy]	[(yeah, NN), (you, PRP), (will, MD), (get, VB), (them, PRP), (wet, VB), (you, PRP), (got, VBD), (them, PRP), (wet, JJS), (mommy, NN)]	[(yeah, NN), (you, PRP), (will, MD), (get, VB), (them, PRP), (wet, VB), (you, PRP), (get, VB), (them, PRP), (wet, JJS), (mommy, NN)]	time50-cond1.txt
cgv	that's okay they'll dry	[that, is, okay, they, will, dry]	[that, be, okay, they, will, dry]	[(that, DT), (is, VBZ), (okay, JJ), (they, PRP), (will, MD), (dry, VB)]	[(that, DT), (be, VB), (okay, VBN), (they, PRP), (will, MD), (dry, VB)]	time50-cond1.txt
kid	my flute i falledn down i falledn down i rolled them	[my, flute, i, fallen, down, i, fallen, down, i, rolled, them]	[my, flute, i, fall, down, i, fall, down, i, roll, them]	[(my, PRP$), (flute, NN), (i, NN), (fallen, VBP), (down, IN), (i, NN), (fallen, VBP), (down, IN), (i, NN), (rolled, VBD), (them, PRP)]	[(my, PRP$), (flute, NN), (i, NN), (fall, VBP), (down, RP), (i, RB), (fall, VBP), (down, RP), (i, JJ), (roll, VBP), (them, PRP)]	time50-cond1.txt
cgv	you rolled	[you, rolled]	[you, roll]	[(you, PRP), (rolled, VBD)]	[(you, PRP), (roll, VBP)]	time50-cond1.txt
kid	 you you show me what this is	[you, you, show, me, what, this, is]	[you, you, show, me, what, this, be]	[(you, PRP), (you, PRP), (show, VBP), (me, PRP), (what, WP), (this, DT), (is, VBZ)]	[(you, PRP), (you, PRP), (show, VBP), (me, PRP), (what, WP), (this, DT), (be, VB)]	time50-cond1.txt
cgv	this is a book about honeybees	[this, is, a, book, about, honeybees]	[this, be, a, book, about, honeybee]	[(this, DT), (is, VBZ), (a, DT), (book, NN), (about, IN), (honeybees, NNS)]	[(this, DT), (be, VB), (a, DT), (book, NN), (about, IN), (honeybee, NN)]	time50-cond1.txt
kid	this is my flute and this is my bandhat	[this, is, my, flute, and, this, is, my, bandit]	[this, be, my, flute, and, this, be, my, bandit]	[(this, DT), (is, VBZ), (my, PRP$), (flute, NN), (and, CC), (this, DT), (is, VBZ), (my, PRP$), (bandit, NN)]	[(this, DT), (be, VB), (my, PRP$), (flute, NN), (and, CC), (this, DT), (be, VB), (my, PRP$), (bandit, NN)]	time50-cond1.txt
cgv	are you in a parade	[are, you, in, a, parade]	[be, you, in, a, parade]	[(are, VBP), (you, PRP), (in, IN), (a, DT), (parade, NN)]	[(be, VB), (you, PRP), (in, IN), (a, DT), (parade, NN)]	time50-cond1.txt
kid	no not now i'm not marching right now	[no, not, now, i, am, not, marching, right, now]	[no, not, now, i, be, not, march, right, now]	[(no, DT), (not, RB), (now, RB), (i, VBP), (am, VBP), (not, RB), (marching, VBG), (right, RB), (now, RB)]	[(no, DT), (not, RB), (now, RB), (i, RB), (be, VB), (not, RB), (march, JJ), (right, RB), (now, RB)]	time50-cond1.txt
cgv	 bzzzo this is a honeybee	[buzz, this, is, a, honeybee]	[buzz, this, be, a, honeybee]	[(buzz, NN), (this, DT), (is, VBZ), (a, DT), (honeybee, NN)]	[(buzz, NN), (this, DT), (be, VB), (a, DT), (honeybee, NN)]	time50-cond1.txt
kid	you didn't say that	[you, did, not, say, that]	[you, do, not, say, that]	[(you, PRP), (did, VBD), (not, RB), (say, VB), (that, IN)]	[(you, PRP), (do, VBP), (not, RB), (say, VB), (that, IN)]	time50-cond1.txt
cgv	i'll read it later i don't really feel like reading right now okay	[i, will, read, it, later, i, do, not, really, feel, like, reading, right, now, okay]	[i, will, read, it, later, i, do, not, really, feel, like, read, right, now, okay]	[(i, NN), (will, MD), (read, VB), (it, PRP), (later, RB), (i, VB), (do, VBP), (not, RB), (really, RB), (feel, VB), (like, IN), (reading, VBG), (right, RB), (now, RB), (okay, VBP)]	[(i, NN), (will, MD), (read, VB), (it, PRP), (later, RB), (i, VB), (do, VBP), (not, RB), (really, RB), (feel, VB), (like, IN), (read, JJ), (right, RB), (now, RB), (okay, VBP)]	time50-cond1.txt
kid	you read it	[you, read, it]	[you, read, it]	[(you, PRP), (read, VBP), (it, PRP)]	[(you, PRP), (read, VBP), (it, PRP)]	time50-cond1.txt
cgv	what do you see	[what, do, you, see]	[what, do, you, see]	[(what, WP), (do, VBP), (you, PRP), (see, VB)]	[(what, WP), (do, VBP), (you, PRP), (see, VB)]	time50-cond1.txt
kid	no you read it	[no, you, read, it]	[no, you, read, it]	[(no, DT), (you, PRP), (read, VBP), (it, PRP)]	[(no, DT), (you, PRP), (read, VBP), (it, PRP)]	time50-cond1.txt
cgv	i'll read it later okay	[i, will, read, it, later, okay]	[i, will, read, it, later, okay]	[(i, NN), (will, MD), (read, VB), (it, PRP), (later, RB), (okay, VBD)]	[(i, NN), (will, MD), (read, VB), (it, PRP), (later, RB), (okay, VBD)]	time50-cond1.txt
kid	no you read it	[no, you, read, it]	[no, you, read, it]	[(no, DT), (you, PRP), (read, VBP), (it, PRP)]	[(no, DT), (you, PRP), (read, VBP), (it, PRP)]	time50-cond1.txt
cgv	abe mommy'll read it to you when we take a nap later on	[abe, mommy, 'll, read, it, to, you, when, we, take, a, nap, later, on]	[abe, mommy, 'll, read, it, to, you, when, we, take, a, nap, later, on]	[(abe, RB), (mommy, JJ), ('ll, MD), (read, VB), (it, PRP), (to, TO), (you, PRP), (when, WRB), (we, PRP), (take, VBP), (a, DT), (nap, NN), (later, RB), (on, IN)]	[(abe, RB), (mommy, JJ), ('ll, MD), (read, VB), (it, PRP), (to, TO), (you, PRP), (when, WRB), (we, PRP), (take, VBP), (a, DT), (nap, NN), (later, RB), (on, IN)]	time50-cond1.txt
kid	i want you read my new books	[i, want, you, read, my, new, books]	[i, want, you, read, my, new, book]	[(i, NN), (want, VBP), (you, PRP), (read, VB), (my, PRP$), (new, JJ), (books, NNS)]	[(i, NN), (want, VBP), (you, PRP), (read, VB), (my, PRP$), (new, JJ), (book, NN)]	time50-cond1.txt
cgv	i will later on were you surprised when you got them	[i, will, later, on, were, you, surprised, when, you, got, them]	[i, will, later, on, be, you, surprise, when, you, get, them]	[(i, NN), (will, MD), (later, RB), (on, IN), (were, VBD), (you, PRP), (surprised, VBD), (when, WRB), (you, PRP), (got, VBD), (them, PRP)]	[(i, NN), (will, MD), (later, VB), (on, IN), (be, VB), (you, PRP), (surprise, VB), (when, WRB), (you, PRP), (get, VBP), (them, PRP)]	time50-cond1.txt
kid	no i was i was dumb when i got them	[no, i, was, i, was, dumb, when, i, got, them]	[no, i, be, i, be, dumb, when, i, get, them]	[(no, DT), (i, NN), (was, VBD), (i, NN), (was, VBD), (dumb, JJ), (when, WRB), (i, NN), (got, VBD), (them, PRP)]	[(no, DT), (i, NN), (be, VB), (i, JJ), (be, VB), (dumb, JJ), (when, WRB), (i, NN), (get, VBP), (them, PRP)]	time50-cond1.txt
cgv	you were glad	[you, were, glad]	[you, be, glad]	[(you, PRP), (were, VBD), (glad, NNS)]	[(you, PRP), (be, VB), (glad, JJ)]	time50-cond1.txt
kid	no i was dumb i was dumb when i got them yeah i got dumb when i got them	[no, i, was, dumb, i, was, dumb, when, i, got, them, yeah, i, got, dumb, when, i, got, them]	[no, i, be, dumb, i, be, dumb, when, i, get, them, yeah, i, get, dumb, when, i, get, them]	[(no, DT), (i, NN), (was, VBD), (dumb, JJ), (i, NN), (was, VBD), (dumb, JJ), (when, WRB), (i, NN), (got, VBD), (them, PRP), (yeah, VB), (i, NN), (got, VBD), (dumb, JJ), (when, WRB), (i, NN), (got, VBD), (them, PRP)]	[(no, DT), (i, NN), (be, VB), (dumb, JJ), (i, NN), (be, VB), (dumb, JJ), (when, WRB), (i, NN), (get, VBP), (them, PRP), (yeah, VB), (i, JJ), (get, VBP), (dumb, JJ), (when, WRB), (i, NN), (get, VBP), (them, PRP)]	time50-cond1.txt
cgv	that doesn't make any sense	[that, does, not, make, any, sense]	[that, do, not, make, any, sense]	[(that, DT), (does, VBZ), (not, RB), (make, VB), (any, DT), (sense, NN)]	[(that, DT), (do, VBP), (not, RB), (make, VB), (any, DT), (sense, NN)]	time50-cond1.txt
kid	i said   dummy books i said   dumb books	[i, said, dummy, books, i, said, dumb, books]	[i, say, dummy, book, i, say, dumb, book]	[(i, NN), (said, VBD), (dummy, JJ), (books, NNS), (i, NNS), (said, VBD), (dumb, JJ), (books, NNS)]	[(i, NNS), (say, VBP), (dummy, JJ), (book, NN), (i, NNS), (say, VBP), (dumb, JJ), (book, NN)]	time50-cond1.txt
cgv	no you didn't you said   thank you mister mailman you went to the door and screamed   the mailman's here the mailman's here  does he have anything for me	[no, you, did, not, you, said, thank, you, mister, mailman, you, went, to, the, door, and, screamed, the, mailman, 's, here, the, mailman, 's, here, does, he, have, anything, for, me]	[no, you, do, not, you, say, thank, you, mister, mailman, you, go, to, the, door, and, scream, the, mailman, 's, here, the, mailman, 's, here, do, he, have, anything, for, me]	[(no, DT), (you, PRP), (did, VBD), (not, RB), (you, PRP), (said, VBD), (thank, NN), (you, PRP), (mister, VBP), (mailman, VB), (you, PRP), (went, VBD), (to, TO), (the, DT), (door, NN), (and, CC), (screamed, VBD), (the, DT), (mailman, NN), ('s, POS), (here, RB), (the, DT), (mailman, NN), ('s, POS), (here, RB), (does, VBZ), (he, PRP), (have, VB), (anything, NN), (for, IN), (me, PRP)]	[(no, DT), (you, PRP), (do, VBP), (not, RB), (you, PRP), (say, VBP), (thank, IN), (you, PRP), (mister, VBP), (mailman, VB), (you, PRP), (go, VBP), (to, TO), (the, DT), (door, NN), (and, CC), (scream, VB), (the, DT), (mailman, NN), ('s, POS), (here, RB), (the, DT), (mailman, NN), ('s, POS), (here, RB), (do, VBP), (he, PRP), (have, VB), (anything, NN), (for, IN), (me, PRP)]	time50-cond1.txt
kid	yeah he did why you doedn that why you doedn that why you doedn that	[yeah, he, did, why, you, doesn, that, why, you, doesn, that, why, you, doesn, that]	[yeah, he, do, why, you, doesn, that, why, you, doesn, that, why, you, doesn, that]	[(yeah, NN), (he, PRP), (did, VBD), (why, WRB), (you, PRP), (doesn, VBP), (that, IN), (why, WRB), (you, PRP), (doesn, VBP), (that, IN), (why, WRB), (you, PRP), (doesn, VBP), (that, IN)]	[(yeah, NN), (he, PRP), (do, VB), (why, WRB), (you, PRP), (doesn, VBP), (that, IN), (why, WRB), (you, PRP), (doesn, VBP), (that, IN), (why, WRB), (you, PRP), (doesn, VBP), (that, IN)]	time50-cond1.txt
cgv	my nose itched but i got soap bubbles on it when i scratched so i had to try and blow them off	[my, nose, itched, but, i, got, soap, bubbles, on, it, when, i, scratched, so, i, had, to, try, and, blow, them, off]	[my, nose, itched, but, i, get, soap, bubble, on, it, when, i, scratch, so, i, have, to, try, and, blow, them, off]	[(my, PRP$), (nose, JJ), (itched, JJ), (but, CC), (i, JJ), (got, VBD), (soap, JJ), (bubbles, NNS), (on, IN), (it, PRP), (when, WRB), (i, NN), (scratched, VBD), (so, RB), (i, JJ), (had, VBD), (to, TO), (try, VB), (and, CC), (blow, VB), (them, PRP), (off, RP)]	[(my, PRP$), (nose, JJ), (itched, JJ), (but, CC), (i, JJ), (get, VBP), (soap, VBN), (bubble, JJ), (on, IN), (it, PRP), (when, WRB), (i, JJ), (scratch, VBP), (so, RB), (i, RB), (have, VBP), (to, TO), (try, VB), (and, CC), (blow, VB), (them, PRP), (off, RP)]	time50-cond1.txt
kid	you hang this picture up will you hand this picture up this is like our pictures	[you, hang, this, picture, up, will, you, hand, this, picture, up, this, is, like, our, pictures]	[you, hang, this, picture, up, will, you, hand, this, picture, up, this, be, like, our, picture]	[(you, PRP), (hang, VBP), (this, DT), (picture, NN), (up, RP), (will, MD), (you, PRP), (hand, NN), (this, DT), (picture, NN), (up, RP), (this, DT), (is, VBZ), (like, IN), (our, PRP$), (pictures, NNS)]	[(you, PRP), (hang, VBP), (this, DT), (picture, NN), (up, RP), (will, MD), (you, PRP), (hand, NN), (this, DT), (picture, NN), (up, RP), (this, DT), (be, VB), (like, IN), (our, PRP$), (picture, NN)]	time50-cond1.txt
cgv	i think that it's amaras'	[i, think, that, it, is, amaros, ']	[i, think, that, it, be, amaros, ']	[(i, NN), (think, VBP), (that, IN), (it, PRP), (is, VBZ), (amaros, JJ), (', '')]	[(i, NN), (think, VBP), (that, IN), (it, PRP), (be, VB), (amaros, VBN), (', '')]	time50-cond1.txt
